"ABCIndicator","AdditionalDeviceData","Assembly","AssetLocation","AssetRoom","BasicSchedulingType","BusinessArea","ControllingArea","ControllingObjectClass","CreatedByUser","Equipment","EquipmentName","FunctionalArea","FunctionalLocation","LastChangeDateTime","LatestAcceptableCompletionDate","LocAcctAssgmtWBSElmntIntID","MainWorkCenter","MainWorkCenterInternalID","MainWorkCenterPlant","MainWorkCenterTypeCode","MaintObjectFreeDefinedAttrib","MaintObjectLocAcctAssgmtNmbr","MaintOrdBasicEndDate","MaintOrdBasicEndDateTime","MaintOrdBasicEndTime","MaintOrdBasicStartDate","MaintOrdBasicStartDateTime","MaintOrdBasicStartTime","MaintOrdPersonResponsible","MaintOrdProcessPhaseCode","MaintOrdProcessSubPhaseCode","MaintOrdSchedldBscEndDateTime","MaintOrdSchedldBscStrtDateTime","MaintOrderReferenceDate","MaintOrderReferenceDateTime","MaintOrderReferenceTime","MaintOrderRoutingNumber","MaintPriority","MaintPriorityType","MaintenanceActivityType","MaintenanceNotification","MaintenanceObjectList","MaintenanceOrder","MaintenanceOrderDesc","MaintenanceOrderInternalID","MaintenanceOrderPlanningCode","MaintenanceOrderType","MaintenancePlannerGroup","MaintenancePlanningPlant","MaintenancePlant","MaintenanceRevision","OperationSystemCondition","OrdIsNotSchedldAutomatically","OrderProcessingGroup","PlantSection","ProfitCenter","ReferenceElement","ResponsibleCostCenter","ScheduledBasicEndDate","ScheduledBasicEndTime","ScheduledBasicStartDate","ScheduledBasicStartTime","SerialNumber","SuperiorProjectNetwork","TechObjIsEquipOrFuncnlLoc","TechnicalObject","TechnicalObjectLabel","WBSElementInternalID","WorkCenter","WorkCenterInternalID","WorkCenterTypeCode"
"B","","","","","1","","USEA","OC","MSTENZIG","10000441","PRODUCT TANK 13","","NGPL-F-PT-PV13","2020-10-29T19:22:02.000Z",,"0","NGINSP","10000430","1701","A","","000000018568","2020-01-24","2020-01-24T05:00:00.000Z","05:00:00","2020-01-23","2020-01-23T05:00:00.000Z","05:00:00","","","","2020-01-23T15:00:00.000Z","2020-01-23T13:00:00.000Z","2020-10-29","2020-10-29T16:59:10.000Z","16:59:10","1000000763","4","PM","250","10000824",3389,"4000662","Tank Inspection","OR000004000662","2","M02","","1701","1701","SHTDWN","","","0","001","USEAPROF","","OPS-REG-1","2020-01-23","15:00:00","2020-01-23","13:00:00","","","EAMS_EQUI","000000000010000441","10000441","0","NGINSP","10000430","A"
"B","","","","","1","","USEA","OC","MSTENZIG","10000442","PRODUCT TANK 14","","NGPL-F-PT-PV14","2020-10-29T19:22:02.000Z",,"0","NGINSP","10000430","1701","A","","000000018570","2020-01-24","2020-01-24T05:00:00.000Z","05:00:00","2020-01-23","2020-01-23T05:00:00.000Z","05:00:00","","","","2020-01-23T17:00:00.000Z","2020-01-23T15:00:00.000Z","2020-10-29","2020-10-29T16:59:11.000Z","16:59:11","1000000764","4","PM","250","10000825",3390,"4000663","Tank Inspection","OR000004000663","2","M02","","1701","1701","SHTDWN","","","0","001","USEAPROF","","OPS-REG-1","2020-01-23","17:00:00","2020-01-23","15:00:00","","","EAMS_EQUI","000000000010000442","10000442","0","NGINSP","10000430","A"
"B","","","","","1","","USEA","OC","MSTENZIG","10000443","PRODUCT TANK 15","","NGPL-F-PT-PV15","2020-10-29T19:22:03.000Z",,"0","NGINSP","10000430","1701","A","","000000018572","2020-01-24","2020-01-24T05:00:00.000Z","05:00:00","2020-01-23","2020-01-23T05:00:00.000Z","05:00:00","","","","2020-01-23T20:00:00.000Z","2020-01-23T18:00:00.000Z","2020-10-29","2020-10-29T16:59:12.000Z","16:59:12","1000000765","4","PM","250","10000826",3391,"4000664","Tank Inspection","OR000004000664","2","M02","","1701","1701","SHTDWN","","","0","001","USEAPROF","","OPS-REG-1","2020-01-23","20:00:00","2020-01-23","18:00:00","","","EAMS_EQUI","000000000010000443","10000443","0","NGINSP","10000430","A"
"B","","","","","1","","USEA","OC","MSTENZIG","10000444","PRODUCT TANK 16","","NGPL-F-PT-PV16","2020-10-29T19:22:04.000Z",,"0","NGINSP","10000430","1701","A","","000000018574","2020-01-24","2020-01-24T05:00:00.000Z","05:00:00","2020-01-23","2020-01-23T05:00:00.000Z","05:00:00","","","","2020-01-23T22:00:00.000Z","2020-01-23T20:00:00.000Z","2020-10-29","2020-10-29T16:59:13.000Z","16:59:13","1000000766","4","PM","250","10000827",3392,"4000665","Tank Inspection II","OR000004000665","2","M02","","1701","1701","SHTDWN","","","0","001","USEAPROF","","OPS-REG-1","2020-01-23","22:00:00","2020-01-23","20:00:00","","","EAMS_EQUI","000000000010000444","10000444","0","NGINSP","10000430","A"
"A","","","","","1","","USEA","OC","MSTENZIG","10000437","Flowserve API Process Pump HPX-MP","","NGPL-F-TN-P999","2020-10-29T19:22:04.000Z",,"0","NGINSP","10000430","1701","A","","000000018576","2020-01-22","2020-01-22T05:00:00.000Z","05:00:00","2020-01-21","2020-01-21T05:00:00.000Z","05:00:00","","","","2020-01-21T14:00:00.000Z","2020-01-21T13:00:00.000Z","2020-10-29","2020-10-29T16:59:14.000Z","16:59:14","1000000767","3","PM","250","10000828",3393,"4000666","Pump Inspection","OR000004000666","2","M02","","1701","1701","SHTDWN","","","0","","USEAPROF","","OPS-REG-1","2020-01-21","14:00:00","2020-01-21","13:00:00","","","EAMS_EQUI","000000000010000437","10000437","0","","0",""
"A","","","","","1","","USEA","OC","MSTENZIG","10000437","Flowserve API Process Pump HPX-MP","","NGPL-F-TN-P999","2020-10-29T19:22:05.000Z",,"0","NGMECH","10000432","1701","A","","000000018578","2020-01-22","2020-01-22T05:00:00.000Z","05:00:00","2020-01-21","2020-01-21T05:00:00.000Z","05:00:00","","","","2020-01-21T16:00:00.000Z","2020-01-21T13:00:00.000Z","2020-10-29","2020-10-29T16:59:16.000Z","16:59:16","1000000768","2","PM","100","10000829",3394,"4000667","Motor In-field Replacement","OR000004000667","2","M01","","1701","1701","SHTDWN","","","0","","USEAPROF","","OPS-REG-1","2020-01-21","16:00:00","2020-01-21","13:00:00","","","EAMS_EQUI","000000000010000437","10000437","0","","0",""
"A","","","","","1","","USEA","OC","MSTENZIG","10000429","HEAT EXCHANGER 10 - FINFAN","","NGPL-F-C1-HX10","2020-10-29T19:22:06.000Z",,"0","NGINSP","10000430","1701","A","","000000018580","2020-01-22","2020-01-22T05:00:00.000Z","05:00:00","2020-01-21","2020-01-21T05:00:00.000Z","05:00:00","","","","2020-01-21T17:00:00.000Z","2020-01-21T14:00:00.000Z","2020-10-29","2020-10-29T16:59:17.000Z","16:59:17","1000000769","3","PM","250","10000830",3395,"4000668","Heat Exchanger Inspection","OR000004000668","2","M02","","1701","1701","SHTDWN","","","0","","USEAPROF","","OPS-REG-1","2020-01-21","17:00:00","2020-01-21","14:00:00","","","EAMS_EQUI","000000000010000429","10000429","0","","0",""
"A","","","","","1","","USEA","OC","MSTENZIG","10000430","HEAT EXCHANGER 11 - FINFAN","","NGPL-F-C1-HX11","2020-10-29T19:22:06.000Z",,"0","NGINSP","10000430","1701","A","","000000018582","2020-01-22","2020-01-22T05:00:00.000Z","05:00:00","2020-01-21","2020-01-21T05:00:00.000Z","05:00:00","","","","2020-01-21T21:00:00.000Z","2020-01-21T18:00:00.000Z","2020-10-29","2020-10-29T16:59:18.000Z","16:59:18","1000000770","3","PM","250","10000831",3396,"4000669","Heat Exchanger Inspection","OR000004000669","2","M02","","1701","1701","SHTDWN","","","0","","USEAPROF","","OPS-REG-1","2020-01-21","21:00:00","2020-01-21","18:00:00","","","EAMS_EQUI","000000000010000430","10000430","0","","0",""
"A","","","","","1","","USEA","OC","MSTENZIG","10000431","HEAT EXCHANGER 12 - FINFAN","","NGPL-F-C1-HX12","2020-10-29T19:22:07.000Z",,"0","NGINSP","10000430","1701","A","","000000018584","2020-01-23","2020-01-23T05:00:00.000Z","05:00:00","2020-01-21","2020-01-21T05:00:00.000Z","05:00:00","","","","2020-01-22T15:00:00.000Z","2020-01-21T21:00:00.000Z","2020-10-29","2020-10-29T16:59:19.000Z","16:59:19","1000000771","3","PM","250","10000832",3397,"4000670","Heat Exchanger Inspection","OR000004000670","2","M02","","1701","1701","SHTDWN","","","0","","USEAPROF","","OPS-REG-1","2020-01-22","15:00:00","2020-01-21","21:00:00","","","EAMS_EQUI","000000000010000431","10000431","0","","0",""
"","","FLEET.VEHICLE","","","1","","USEA","OC","BMANSI","4004","+Archive","","","2023-02-14T20:30:59.000Z",,"0","FLT_TECH","10000422","2000","A","","000000018597","2020-01-31","2020-01-31T05:00:00.000Z","05:00:00","2020-01-30","2020-01-30T05:00:00.000Z","05:00:00","","","","2020-01-30T19:48:00.000Z","2020-01-30T13:00:00.000Z","2020-01-31","2020-01-31T04:59:59.000Z","04:59:59","1000000772","1","FL","V04","10000839",3398,"4000671","Repair brakes","OR000004000671","","VM01","FLT","2000","2000","","","","0","","USEAPROF","","AM-FM","2020-01-30","19:48:00","2020-01-30","13:00:00","","","EAMS_EQUI","000000000000004004","4004","0","","0","A"
"","","","","","2","0001","USEA","OC","KLUNDEEN","10000029","Relay, Protective","","CESD-C21-OH-08","2020-02-18T19:38:44.000Z",,"0","EDOHR101","10000325","1001","A","","000000018604","2020-02-13","2020-02-13T05:00:00.000Z","05:00:00","2020-02-06","2020-02-06T05:00:00.000Z","05:00:00","","","","2020-02-18T21:52:00.000Z","2020-02-12T19:52:00.000Z","2020-02-07","2020-02-07T04:59:59.000Z","04:59:59","1000000773","3","PM","","10000841",3400,"4000672","Test of Fiori app","OR000004000672","1","M03","001","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2020-02-18","21:52:00","2020-02-12","19:52:00","","","EAMS_EQUI","000000000010000029","10000029","0","","0",""
"","","","","","1","","USEA","OC","KLUNDEEN","10000298","""A"" PUMP, IN-LINE, 1.5HP WATER","","EM-01-11-KB-001","2020-04-28T15:08:54.000Z",,"0","FS-MECH","10000418","1201","A","","000000018607","2020-02-07","2020-02-07T05:00:00.000Z","05:00:00","2020-02-06","2020-02-06T05:00:00.000Z","05:00:00","","","","2020-02-06T17:12:00.000Z","2020-02-06T14:00:00.000Z","2020-04-28","2020-04-28T15:08:53.000Z","15:08:53","1000000774","","PM","","10000842",3401,"4000673","PUMP IS FROZE AND WILL NOT OPERATE","OR000004000673","2","M01","201","1201","1201","","","","0","","USEAPROF","","U_PROD_FS","2020-02-06","17:12:00","2020-02-06","14:00:00","","","EAMS_EQUI","000000000010000298","10000298","0","","0",""
"","","","","","1","","USEA","OC","KLUNDEEN","10000298","""A"" PUMP, IN-LINE, 1.5HP WATER","","EM-01-11-KB-001","2023-04-20T00:42:56.000Z",,"0","FS-MECH","10000418","1201","A","","000000018609","2020-02-07","2020-02-07T05:00:00.000Z","05:00:00","2020-02-06","2020-02-06T05:00:00.000Z","05:00:00","","","","2020-02-06T15:36:00.000Z","2020-02-06T14:00:00.000Z","2023-04-20","2023-04-20T00:42:55.000Z","00:42:55","1000000775","","PM","","10000843",3402,"4000674","Water pump has quit working","OR000004000674","2","M01","201","1201","1201","","","","0","","USEAPROF","","U_PROD_FS","2020-02-06","15:36:00","2020-02-06","14:00:00","","","EAMS_EQUI","000000000010000298","10000298","0","","0",""
"","","","","","2","","USEA","OC","KLUNDEEN","","","","EM-04-03-AI-144","2020-07-16T04:48:04.000Z",,"0","FS-MECH","10000418","1201","A","","000000018611","2020-05-27","2020-05-27T04:00:00.000Z","04:00:00","2020-05-26","2020-05-26T04:00:00.000Z","04:00:00","","","","2020-05-26T21:00:00.000Z","2020-05-26T19:24:00.000Z","2020-05-27","2020-05-27T03:59:59.000Z","03:59:59","1000000776","3","PM","250","10000844",3403,"4000675","Test Quarterly-Annual Strategy","OR000004000675","2","M02","201","1201","1201","","","","0","","USEAPROF","","U_PROD_FS","2020-05-26","21:00:00","2020-05-26","19:24:00","","","EAMS_FL","EM-04-03-AI-144","EM-04-03-AI-144","0","","0",""
"","","","","","1","","USEA","OC","TEXTER","10000137","Valve, Gas 8in","","U-G-T-US-M-M4003-002","2020-10-29T19:22:08.000Z",,"0","NGINSP","10000430","1701","A","","000000018614","2020-02-13","2020-02-13T05:00:00.000Z","05:00:00","2020-02-12","2020-02-12T05:00:00.000Z","05:00:00","","","","2020-02-12T16:08:00.000Z","2020-02-12T14:00:00.000Z","2020-10-29","2020-10-29T16:59:20.000Z","16:59:20","1000000777","2","PM","","10000845",3404,"4000676","FOW Valve Inspection 2/11 I","OR000004000676","2","M02","","1701","1401","SHTDWN","","","0","","USEAPROF","","OPS-REG-1","2020-02-12","16:08:00","2020-02-12","14:00:00","","","EAMS_EQUI","000000000010000137","10000137","0","","0",""
"","","","","","1","0001","USEA","OC","TEXTER","10000139","Valve, Tap, 4in","","U-G-T-US-T-T4001-001","2022-02-23T02:02:55.000Z",,"0","NGINSP","10000430","1701","A","","000000018616","2020-02-13","2020-02-13T05:00:00.000Z","05:00:00","2020-02-12","2020-02-12T05:00:00.000Z","05:00:00","143","","","2020-02-12T16:08:00.000Z","2020-02-12T14:00:00.000Z","2020-02-13","2020-02-13T04:59:59.000Z","04:59:59","1000000778","2","PM","","10000846",3405,"4000677","FOW Valve Inpection 2/11 II","OR000004000677","2","M02","","1701","1401","","","","0","","USEAPROF","","OPS-REG-1","2020-02-12","16:08:00","2020-02-12","14:00:00","","","EAMS_EQUI","000000000010000139","10000139","0","","0",""
"","","","","","1","","USEA","OC","TEXTER","10001255","Valve, Gas 8in","","U-G-T-US-M-M4003-002","2020-02-18T19:38:49.000Z",,"0","GTUGR101","10000381","1401","A","","000000018620","2020-02-13","2020-02-13T05:00:00.000Z","05:00:00","2020-02-12","2020-02-12T05:00:00.000Z","05:00:00","","","","2020-02-12T13:07:30.000Z","2020-02-12T12:00:00.000Z","2020-02-13","2020-02-13T04:59:59.000Z","04:59:59","1000000779","2","PM","","10000847",3406,"4000678","FOW Valve Inpection 2/12 Ib","OR000004000678","2","M02","401","1401","1401","","","","0","","USEAPROF","","OPS-REG-1","2020-02-12","13:07:30","2020-02-12","12:00:00","","","EAMS_EQUI","000000000010001255","10001255","0","","0",""
"","","","","","1","","USEA","OC","TEXTER","10001256","Valve, Tap, 7in","","U-G-T-US-T-T4001-001","2020-02-18T19:38:50.000Z",,"0","GTUGR101","10000381","1401","A","","000000018622","2020-02-13","2020-02-13T05:00:00.000Z","05:00:00","2020-02-12","2020-02-12T05:00:00.000Z","05:00:00","","","","2020-02-12T13:07:30.000Z","2020-02-12T12:00:00.000Z","2020-02-13","2020-02-13T04:59:59.000Z","04:59:59","1000000780","2","PM","","10000848",3407,"4000679","FOW Valve Inpection 2/12 II","OR000004000679","2","M02","401","1401","1401","","","","0","","USEAPROF","","OPS-REG-1","2020-02-12","13:07:30","2020-02-12","12:00:00","","","EAMS_EQUI","000000000010001256","10001256","0","","0",""
"C","","","","","1","","0001","OC","JLEE","","","","POLE00000001","2020-02-18T19:38:51.000Z",,"0","GENERAL","10000426","0001","A","","000000018624","2020-02-15","2020-02-15T05:00:00.000Z","05:00:00","2020-02-10","2020-02-10T05:00:00.000Z","05:00:00","","","","2020-02-18T07:00:00.000Z","2020-02-18T05:00:00.000Z","2020-02-11","2020-02-11T04:59:59.000Z","04:59:59","1000000781","","PM","002","10000849",3408,"4000680","Test Preventive Maintenance","OR000004000680","1","PM02","010","0001","","","","","1","","","","","2020-02-18","07:00:00","2020-02-18","05:00:00","","","EAMS_FL","POLE00000001","POLE00000001","0","","0",""
"C","","","","","1","","0001","OC","JLEE","","","","POLE00000001","2020-02-13T09:21:56.000Z",,"0","GENERAL","10000426","0001","A","","000000018626","2020-03-16","2020-03-16T04:00:00.000Z","04:00:00","2020-03-11","2020-03-11T04:00:00.000Z","04:00:00","","","","2020-03-11T06:00:00.000Z","2020-03-11T04:00:00.000Z","2020-03-12","2020-03-12T03:59:59.000Z","03:59:59","1000000782","","PM","002","10000850",3409,"4000681","Test Preventive Maintenance","OR000004000681","1","PM02","010","0001","","","","","1","","","","","2020-03-11","06:00:00","2020-03-11","04:00:00","","","EAMS_FL","POLE00000001","POLE00000001","0","","0",""
"","","","","","1","0001","USEA","OC","JLEE","10000030","Relay, Protective, Microprocessor","","CESD-C21-OH-08","2020-05-07T17:39:22.000Z",,"0","EDOHR201","10000326","1001","A","","000000018628","2020-02-15","2020-02-15T05:00:00.000Z","05:00:00","2020-02-14","2020-02-14T05:00:00.000Z","05:00:00","","","","2020-02-14T19:00:00.000Z","2020-02-14T14:00:00.000Z","2020-05-07","2020-05-07T17:39:21.000Z","17:39:21","1000000783","","PM","220","10000851",3410,"4000682","periodically activities","OR000004000682","2","M02","001","1001","1001","","","","0","","USEAPROF","","OPS-REG-2","2020-02-14","19:00:00","2020-02-14","14:00:00","","","EAMS_EQUI","000000000010000030","10000030","0","","0",""
"","","","","","1","","USEA","OC","TEXTER","","","","","2021-02-04T21:18:35.000Z",,"0","GTUGR101","10000381","1401","A","","000000018632","2020-02-26","2020-02-26T05:00:00.000Z","05:00:00","2020-02-25","2020-02-25T05:00:00.000Z","05:00:00","","","","2020-02-25T16:30:00.000Z","2020-02-25T12:00:00.000Z","2020-02-26","2020-02-26T04:59:59.000Z","04:59:59","1000000801","3","PM","","10000860",3467,"4000700","FOW 2/15 I","OR000004000700","2","M02","401","1401","","","","","0","","USEAPROF","","OPS-REG-1","2020-02-25","16:30:00","2020-02-25","12:00:00","","","","","","0","","0",""
"","","","","","1","","USEA","OC","TEXTER","","","","","2023-04-20T00:43:02.000Z",,"0","GTUGR101","10000381","1401","A","","000000018637","2020-02-27","2020-02-27T05:00:00.000Z","05:00:00","2020-02-25","2020-02-25T05:00:00.000Z","05:00:00","","","","2020-02-26T13:07:30.000Z","2020-02-25T12:00:00.000Z","2023-04-20","2023-04-20T00:43:01.000Z","00:43:01","1000000802","","PM","","10000861",3468,"4000701","FOW Valve Inpections 2/25 II","OR000004000701","2","M02","401","1401","","","","","0","","USEAPROF","","OPS-REG-1","2020-02-26","13:07:30","2020-02-25","12:00:00","","","","","","0","","0",""
"","","","","","1","0001","USEA","OC","TEXTER","","","","U-G-T-US","2023-04-20T00:43:04.000Z",,"0","GTUGR101","10000381","1401","A","","000000018639","2020-03-04","2020-03-04T05:00:00.000Z","05:00:00","2020-03-03","2020-03-03T05:00:00.000Z","05:00:00","","","","2020-03-03T18:45:00.000Z","2020-03-03T12:00:00.000Z","2023-04-20","2023-04-20T00:43:03.000Z","00:43:03","1000000803","","PM","","10000862",3469,"4000702","FOW Inspection Rounds - Route 1j","OR000004000702","2","M02","401","1401","1401","","","","0","","USEAPROF","","OPS-REG-1","2020-03-03","18:45:00","2020-03-03","12:00:00","","","EAMS_FL","U-G-T-US","U-G-T-US","0","","0",""
"","","","","","1","","USEA","OC","JJUDD","","","","O-U-T-PL-T-P0001","2020-03-04T17:48:36.000Z",,"0","GT_OPERS","10000428","8401","A","","000000018671","2020-03-06","2020-03-06T05:00:00.000Z","05:00:00","2020-03-05","2020-03-05T05:00:00.000Z","05:00:00","","","","2020-03-05T14:15:00.000Z","2020-03-05T12:00:00.000Z","2020-03-06","2020-03-06T04:59:59.000Z","04:59:59","1000000804","3","PM","","10000869",3470,"4000703","Suspected Leak","OR000004000703","2","M01","401","8401","8401","","","","0","","USEAPROF","","OPS-REG-1","2020-03-05","14:15:00","2020-03-05","12:00:00","","","EAMS_FL","O-U-T-PL-T-P0001","O-U-T-PL-T-P0001","0","","0",""
"","","","","","1","","0001","OC","TEXTER","","","","0001","2020-03-05T18:07:33.000Z",,"0","GENERAL","10000426","0001","A","","000000018686","2020-03-13","2020-03-13T04:00:00.000Z","04:00:00","2020-03-05","2020-03-05T05:00:00.000Z","05:00:00","","","","2020-03-05T11:00:00.000Z","2020-03-05T05:00:00.000Z","2020-03-06","2020-03-06T04:59:59.000Z","04:59:59","1000000805","2","PM","003","10000871",3471,"4000704","FOW Routes 2/5","OR000004000704","","PM03","","0001","0001","","","","1","","","","","2020-03-05","11:00:00","2020-03-05","05:00:00","","","EAMS_FL","0001","0001","0","","0",""
"","","","","","2","","0001","OC","TEXTER","","","","0001","2020-03-10T19:29:38.000Z",,"0","GENERAL","10000426","0001","A","","000000018693","2020-03-10","2020-03-10T04:00:00.000Z","04:00:00","2020-03-09","2020-03-09T04:00:00.000Z","04:00:00","","","","2020-03-10T04:00:00.000Z","2020-03-09T22:00:00.000Z","2020-03-10","2020-03-10T03:59:59.000Z","03:59:59","1000000806","","PM","003","10000873",3472,"4000705","FOW Routes 3/9 b","OR000004000705","","PM03","","0001","0001","","","","1","","","","","2020-03-10","04:00:00","2020-03-09","22:00:00","","","EAMS_FL","0001","0001","0","","0",""
"","","","","","1","0001","USEA","OC","TEXTER","","","","U-G-T-US-M-M4001","2023-04-20T00:43:06.000Z",,"0","GTUGR101","10000381","1401","A","","000000018716","2020-03-12","2020-03-12T04:00:00.000Z","04:00:00","2020-03-11","2020-03-11T04:00:00.000Z","04:00:00","","","","2020-03-11T17:45:00.000Z","2020-03-11T11:00:00.000Z","2023-04-20","2023-04-20T00:43:04.000Z","00:43:04","1000000807","","PM","","10000874",3473,"4000706","FOW Routes 3/11","OR000004000706","2","M02","401","1401","1401","","","","0","","USEAPROF","","OPS-REG-1","2020-03-11","17:45:00","2020-03-11","11:00:00","","","EAMS_FL","U-G-T-US-M-M4001","U-G-T-US-M-M4001","0","","0",""
"","","","","","1","0001","USEA","OC","TEXTER","","","","U-G-T-US-M","2021-02-04T21:18:39.000Z",,"0","GTUGR101","10000381","1401","A","","000000018721","2020-03-12","2020-03-12T04:00:00.000Z","04:00:00","2020-03-11","2020-03-11T04:00:00.000Z","04:00:00","","","","2020-03-11T17:45:00.000Z","2020-03-11T11:00:00.000Z","2020-03-12","2020-03-12T03:59:59.000Z","03:59:59","1000000808","2","PM","","10000875",3474,"4000707","FOW Routes 3/11 g","OR000004000707","2","M02","401","1401","1401","","","","0","","USEAPROF","","OPS-REG-1","2020-03-11","17:45:00","2020-03-11","11:00:00","","","EAMS_FL","U-G-T-US-M","U-G-T-US-M","0","","0",""
"","","","","","1","","USEA","OC","GRICHARDSON","","","","","2023-04-20T00:43:11.000Z",,"0","ENGLINE","10000341","1001","A","","000000018733","2020-03-31","2020-03-31T04:00:00.000Z","04:00:00","2020-03-23","2020-03-23T04:00:00.000Z","04:00:00","","","","2020-03-30T16:24:00.000Z","2020-03-23T20:00:00.000Z","2023-04-20","2023-04-20T00:43:10.000Z","00:43:10","1000000809","","PM","","10000877",3475,"4000708","P6 Test 2","OR000004000708","2","M01","","1001","","20W11","","","0","","USEAPROF","","AM-ENGINEE","2020-03-30","16:24:00","2020-03-23","20:00:00","","","","","","0","","0",""
"","","","","","1","","USEA","OC","GRICHARDSON","","","","","2023-04-14T03:05:51.000Z",,"0","NGINSP","10000430","1701","A","","000000018735","2020-04-01","2020-04-01T04:00:00.000Z","04:00:00","2020-03-30","2020-03-30T04:00:00.000Z","04:00:00","","","","2020-03-31T16:00:00.000Z","2020-03-30T12:00:00.000Z","2020-03-31","2020-03-31T03:59:59.000Z","03:59:59","1000000810","3","PM","250","10000878",3476,"4000709","Tank Inspection","OR000004000709","2","M02","","1701","","AGL","","","0","","USEAPROF","","OPS-REG-1","2020-03-31","16:00:00","2020-03-30","12:00:00","","","","","","0","","0",""
"","","","","","1","","USEA","OC","GRICHARDSON","","","","","2022-05-16T22:44:50.000Z",,"0","NGINSP","10000430","1701","A","","000000018737","2020-04-08","2020-04-08T04:00:00.000Z","04:00:00","2020-03-31","2020-03-31T04:00:00.000Z","04:00:00","","","","2020-04-07T14:16:00.000Z","2020-03-31T17:00:00.000Z","2020-04-01","2020-04-01T03:59:59.000Z","03:59:59","1000000811","2","PM","250","10000879",3477,"4000710","Inspect Tank","OR000004000710","2","M02","","1701","","AGL","","","0","","USEAPROF","","OPS-REG-1","2020-04-07","14:16:00","2020-03-31","17:00:00","","","","","","0","","0",""
